Label,Failed Sets Count,Failed Sets,Code Snippet
0,1,misclassified_in_Test_6.csv.csv,"// Using WebClient with .block()\r\nWebClient client = WebClient.create();\r\nString result = client.get()\r\n    .uri(\""https://example.com\"")\r\n    .retrieve()\r\n    .bodyToMono(String.class)\r\n    .block();\r\n\r\n// Using RestTemplate (classic blocking)\r\nRestTemplate restTemplate = new RestTemplate();\r\nString result = restTemplate.getForObject(\""https://example.com\"", String.class);\r\n\r\n// Summary in plain logic\r\n// WebClient with .block() uses more memory and threads than RestTemplate in a blocking app\r\n// RestTemplate is simpler and cheaper for blocking apps\r\n// If you are not planning to go full reactive, prefer RestTemplate"
0,1,misclassified_in_Test_6.csv.csv,"// Does not compile\r\nclass Instanceof {\r\n    static void doesNotWork(Object o) {\r\n        if (o == null) {\r\n            throw new Error();\r\n        } else if (!(o instanceof String s)) {\r\n            throw new Error();\r\n        }   \r\n        System.out.println(s); // error: cannot find symbol\r\n    }\r\n}\r\n\r\n// Compiles and works\r\nclass InstanceofFixed {\r\n    static void doesWork(Object o) {\r\n        if (o == null || !(o instanceof String s)) {\r\n            throw new Error();\r\n        }\r\n        System.out.println(s);\r\n    }\r\n}\r\n\r\n// Why the first one fails:\r\n// Pattern variables like `String s` are only in scope if the compiler can be sure they are initialized\r\n// In `else if (!(o instanceof String s))`, the scope of `s` does not extend beyond that block\r\n// So `s` is not visible after that block ends\r\n\r\n// This is not a bug in javac, it is the intended behavior according to the Java Language Specification\r\n\r\n// You do not need to report this\r\n// But to understand more, you can check the JLS section on pattern matching:\r\n// https://docs.oracle.com/javase/specs/jls/se17/html/jls-14.html#jls-14.11.1"
0,1,misclassified_in_Test_6.csv.csv,"package test.one;\r\n\r\npublic abstract class One {\r\n    protected abstract void whatever();\r\n\r\n    public void run() {\r\n        whatever();\r\n    }\r\n}\r\n\r\npackage test.two;\r\n\r\nimport test.one.One;\r\n\r\npublic class Three {\r\n    public static void main(String[] args) {\r\n        One one = new One() {\r\n            @Override\r\n            protected void whatever() {\r\n                System.out.println(\""Do whatever..\"");\r\n            }\r\n        };\r\n        one.whatever(); // error\r\n    }\r\n}\r\n\r\npackage test.two;\r\n\r\nimport test.one.One;\r\n\r\npublic class Two {\r\n    public static void main(String[] args) {\r\n        new One() {\r\n            @Override\r\n            protected void whatever() {\r\n                System.out.println(\""Do whatever..\"");\r\n            }\r\n        }.whatever(); // works\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"// MyCorsConfig.java\r\nimport org.springframework.context.annotation.Bean;\r\nimport org.springframework.context.annotation.Configuration;\r\nimport org.springframework.web.cors.CorsConfiguration;\r\nimport org.springframework.web.cors.UrlBasedCorsConfigurationSource;\r\nimport org.springframework.web.filter.CorsFilter;\r\n\r\n@Configuration\r\npublic class MyCorsConfig {\r\n\r\n    @Bean\r\n    public CorsFilter corsFilter() {\r\n        CorsConfiguration config = new CorsConfiguration();\r\n        config.addAllowedOrigin(\""http://localhost:3000\"");\r\n        config.addAllowedMethod(\""*\"");\r\n        config.addAllowedHeader(\""*\"");\r\n        config.setAllowCredentials(true);\r\n\r\n        UrlBasedCorsConfigurationSource source = new UrlBasedCorsConfigurationSource();\r\n        source.registerCorsConfiguration(\""/**\"", config);\r\n\r\n        return new CorsFilter(source);\r\n    }\r\n}\r\n\r\n// SecurityConfig.java\r\nimport org.springframework.context.annotation.Bean;\r\nimport org.springframework.context.annotation.Configuration;\r\nimport org.springframework.security.config.Customizer;\r\nimport org.springframework.security.config.annotation.web.builders.HttpSecurity;\r\nimport org.springframework.security.web.SecurityFilterChain;\r\n\r\n@Configuration\r\npublic class SecurityConfig {\r\n\r\n    @Bean\r\n    public SecurityFilterChain filterChain(HttpSecurity http) throws Exception {\r\n        http\r\n            .cors(Customizer.withDefaults())\r\n            .csrf(csrf -> csrf.disable())\r\n            .authorizeHttpRequests(auth -> auth\r\n                .requestMatchers(\""/calciatore/list\"").permitAll()\r\n                .anyRequest().authenticated()\r\n            );\r\n\r\n        return http.build();\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"import io.opentelemetry.api.GlobalOpenTelemetry;\r\nimport io.opentelemetry.api.trace.Span;\r\nimport io.opentelemetry.api.trace.SpanContext;\r\nimport io.opentelemetry.api.trace.TraceFlags;\r\nimport io.opentelemetry.api.trace.TraceState;\r\nimport io.opentelemetry.api.trace.Tracer;\r\nimport io.opentelemetry.context.Context;\r\n\r\npublic class Service2 {\r\n\r\n    public void processMessage(String traceIdFromSqs) {\r\n        Tracer tracer = GlobalOpenTelemetry.getTracer(\""example\"");\r\n\r\n        SpanContext remoteSpanContext = SpanContext.createFromRemoteParent(\r\n            traceIdFromSqs,\r\n            \""0000000000000001\"",\r\n            TraceFlags.getSampled(),\r\n            TraceState.getDefault()\r\n        );\r\n\r\n        Context remoteContext = Context.root().with(Span.wrap(remoteSpanContext));\r\n\r\n        Span consumeMessageSpan = tracer.spanBuilder(\""consumeMessage\"")\r\n            .setParent(remoteContext)\r\n            .startSpan();\r\n\r\n        try (var scope = consumeMessageSpan.makeCurrent()) {\r\n            // do something\r\n        } finally {\r\n            consumeMessageSpan.end();\r\n        }\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"import java.util.*;\r\n\r\npublic class Main {\r\n    public static int solve(List<Integer> nums) {\r\n        int n = nums.size();\r\n        int[] inc = new int[n];\r\n        int[] dec = new int[n];\r\n        int[] inc2 = new int[n];\r\n\r\n        Arrays.fill(inc, 1);\r\n        Arrays.fill(dec, 1);\r\n        Arrays.fill(inc2, 1);\r\n\r\n        for (int i = 0; i < n; i++) {\r\n            for (int j = 0; j < i; j++) {\r\n                if (nums.get(j) < nums.get(i)) {\r\n                    inc[i] = Math.max(inc[i], inc[j] + 1);\r\n                }\r\n            }\r\n        }\r\n\r\n        for (int i = n - 1; i >= 0; i--) {\r\n            for (int j = n - 1; j > i; j--) {\r\n                if (nums.get(j) > nums.get(i)) {\r\n                    inc2[i] = Math.max(inc2[i], inc2[j] + 1);\r\n                }\r\n            }\r\n        }\r\n\r\n        for (int i = 0; i < n; i++) {\r\n            for (int j = 0; j < i; j++) {\r\n                if (nums.get(j) > nums.get(i)) {\r\n                    dec[i] = Math.max(dec[i], dec[j] + 1);\r\n                }\r\n            }\r\n        }\r\n\r\n        int maxLen = 0;\r\n\r\n        for (int i = 0; i < n; i++) {\r\n            for (int j = i; j < n; j++) {\r\n                int left = inc[i];\r\n                int middle = dec[j] - (i == j ? 1 : 0);\r\n                int right = inc2[j] - 1;\r\n                maxLen = Math.max(maxLen, left + middle + right);\r\n            }\r\n        }\r\n\r\n        return maxLen;\r\n    }\r\n\r\n    public static void main(String[] args) {\r\n        System.out.println(solve(List.of(1, 3, 5, 4, 2, 6, 8, 7, 9)));\r\n        System.out.println(solve(List.of(5, 5, 2, 1, 3, 4, 5)));\r\n        System.out.println(solve(List.of(1, 100)));\r\n        System.out.println(solve(List.of(2, 1, 3, 3, 1, 2, 1, 2, 3)));\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"ExecutorService forkJoinExecutor = new ForkJoinPool(30);\r\nExecutorService virtualThreadExecutor = Executors.newVirtualThreadPerTaskExecutor();\r\n\r\nList<String> result1 = forkJoinExecutor.submit(() ->\r\n        IntStream.rangeClosed(1, 1000)\r\n                .mapToObj(i -> i)\r\n                .parallel()\r\n                .map(i -> {\r\n                    try {\r\n                        MDC.put(\""key\"", \""value\"");\r\n                        return callExternalSystem(i);\r\n                    } finally {\r\n                        MDC.remove(\""key\"");\r\n                    }\r\n                })\r\n                .toList()\r\n).get();\r\n\r\nList<String> result2 = virtualThreadExecutor.submit(() ->\r\n        IntStream.rangeClosed(1, 1000)\r\n                .mapToObj(i -> i)\r\n                .parallel()\r\n                .map(i -> {\r\n                    try {\r\n                        MDC.put(\""key\"", \""value\"");\r\n                        return callExternalSystem(i);\r\n                    } finally {\r\n                        MDC.remove(\""key\"");\r\n                    }\r\n                })\r\n                .toList()\r\n).get();\r\n\r\nString callExternalSystem(int i) {\r\n    try {\r\n        Thread.sleep(10);\r\n    } catch (InterruptedException e) {\r\n        Thread.currentThread().interrupt();\r\n    }\r\n    return \""response \"" + i;\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"import okhttp3.*;\r\n\r\nimport java.io.File;\r\nimport java.io.IOException;\r\nimport java.net.URLEncoder;\r\nimport java.nio.charset.StandardCharsets;\r\n\r\npublic class App {\r\n    public static void main(String[] args) throws IOException {\r\n        OkHttpClient client = new OkHttpClient();\r\n\r\n        String fileName = \""3$ Mù F'RANçé_33902_Country_5_202105.csv\"";\r\n        String encodedFileName = URLEncoder.encode(fileName, StandardCharsets.UTF_8)\r\n                .replace(\""+\"", \""%20\"");\r\n\r\n        String contentDisposition = \""attachment; filename*=UTF-8''\"" + encodedFileName;\r\n\r\n        File file = new File(\""your_file_path_here\"");\r\n        byte[] data = java.nio.file.Files.readAllBytes(file.toPath());\r\n\r\n        RequestBody body = RequestBody.create(data, MediaType.parse(\""application/octet-stream\""));\r\n\r\n        Request request = new Request.Builder()\r\n                .url(\""https://your_url_here\"")\r\n                .addHeader(\""Content-Type\"", \""application/octet-stream\"")\r\n                .addHeader(\""Content-Disposition\"", contentDisposition)\r\n                .addHeader(\""Authorization\"", \""Bearer your_token_here\"")\r\n                .post(body)\r\n                .build();\r\n\r\n        Response response = client.newCall(request).execute();\r\n        System.out.println(response.code());\r\n        System.out.println(response.body().string());\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,// File: Parent.java\r\npackage example;\r\n\r\npublic abstract class Parent {\r\n    protected abstract static class InnerParent {\r\n        public InnerParent self() {\r\n            return this;\r\n        }\r\n    }\r\n}\r\n\r\n// File: Child.java\r\npackage example;\r\n\r\npublic class Child extends Parent {\r\n    public static class InnerChild extends InnerParent {\r\n    }\r\n}\r\n\r\n// File: Main.java\r\npackage another;\r\n\r\nimport example.Child;\r\n\r\npublic class Main {\r\n    public static void main(String[] args) {\r\n        var innerChild = new Child.InnerChild().self();\r\n        System.out.println(((Object) innerChild).getClass().getName());\r\n    }\r\n}
0,1,misclassified_in_Test_6.csv.csv,"import java.lang.foreign.*;\r\nimport java.lang.invoke.*;\r\nimport taskbar_test.gen.Xlib_h;\r\n\r\ntry (var arena = Arena.ofConfined()) {\r\n  SymbolLookup libc = Linker.nativeLinker().defaultLookup();\r\n  MethodHandle XOpenDisplay = Linker.nativeLinker()\r\n      .downcallHandle(libc.find(\""XOpenDisplay\"").get(), FunctionDescriptor.of(ValueLayout.ADDRESS, ValueLayout.ADDRESS));\r\n  MethodHandle XInternAtom = Linker.nativeLinker()\r\n      .downcallHandle(libc.find(\""XInternAtom\"").get(), FunctionDescriptor.of(ValueLayout.JAVA_INT, ValueLayout.ADDRESS, ValueLayout.JAVA_INT));\r\n  MethodHandle XChangeProperty = // already generated by jextract\r\n      Xlib_h.XChangeProperty;\r\n  MethodHandle XFlush = Xlib_h.XFlush;\r\n\r\n  MemorySegment display = (MemorySegment) XOpenDisplay.invoke(MemorySegment.NULL);\r\n  int screen = 0; // default screen\r\n\r\n  MemorySegment atomName = arena.allocateUtf8String(\""_NET_WM_XAPP_PROGRESS\"");\r\n  int atom = (int) XInternAtom.invoke(display, atomName, 0);\r\n\r\n  long window = rawHandle; // from JavaFX\r\n\r\n  for (int i = 0; i <= 100; i += 20) {\r\n      MemorySegment value = arena.allocate(ValueLayout.JAVA_LONG, i);\r\n      XChangeProperty.invoke(display, window, atom,\r\n              /* type = CARDINAL */ 6, /* format = 32 */ 32,\r\n              /* mode replace */ 0, value, 1);\r\n      XFlush.invoke(display);\r\n      Thread.sleep(500);\r\n  }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"import org.yaml.snakeyaml.Yaml;\r\nimport org.yaml.snakeyaml.constructor.Constructor;\r\n\r\nimport java.io.FileInputStream;\r\nimport java.io.InputStream;\r\nimport java.util.Map;\r\n\r\npublic class Main {\r\n    public static void main(String[] args) throws Exception {\r\n        Yaml yaml = new Yaml();\r\n        try (InputStream input = new FileInputStream(\""config.yaml\"")) {\r\n            Map<String, Object> all = yaml.load(input);\r\n            Map<String, Object> part = (Map<String, Object>) all.get(\""interesting-setup\"");\r\n\r\n            Yaml customYaml = new Yaml(new Constructor(InterestingSetup.class));\r\n            String serialized = new Yaml().dump(part);\r\n            InterestingSetup setup = customYaml.load(serialized);\r\n\r\n            System.out.println(setup.port);\r\n            System.out.println(setup.validation);\r\n            System.out.println(setup.parts);\r\n        }\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"public class EscapeXML {\r\n\r\n    private static final String[] ESCAPES;\r\n\r\n    static {\r\n        int size = '>' + 1;\r\n        ESCAPES = new String[size];\r\n        ESCAPES['<'] = \""&lt;\"";\r\n        ESCAPES['>'] = \""&gt;\"";\r\n        ESCAPES['&'] = \""&amp;\"";\r\n        ESCAPES['\\''] = \""&#039;\"";\r\n        ESCAPES['\""'] = \""&#034;\"";\r\n    }\r\n\r\n    public static String escape(String input) {\r\n        StringBuilder result = new StringBuilder();\r\n        for (char c : input.toCharArray()) {\r\n            if (c < ESCAPES.length && ESCAPES[c] != null) {\r\n                result.append(ESCAPES[c]);\r\n            } else {\r\n                result.append(c);\r\n            }\r\n        }\r\n        return result.toString();\r\n    }\r\n}\r\n\r\nimport java.util.HashMap;\r\nimport java.util.Map;\r\n\r\npublic class EscapeXMLMap {\r\n\r\n    private static final Map<Character, String> ESCAPE_MAP = new HashMap<>();\r\n\r\n    static {\r\n        ESCAPE_MAP.put('<', \""&lt;\"");\r\n        ESCAPE_MAP.put('>', \""&gt;\"");\r\n        ESCAPE_MAP.put('&', \""&amp;\"");\r\n        ESCAPE_MAP.put('\\'', \""&#039;\"");\r\n        ESCAPE_MAP.put('\""', \""&#034;\"");\r\n    }\r\n\r\n    public static String escape(String input) {\r\n        StringBuilder result = new StringBuilder();\r\n        for (char c : input.toCharArray()) {\r\n            if (ESCAPE_MAP.containsKey(c)) {\r\n                result.append(ESCAPE_MAP.get(c));\r\n            } else {\r\n                result.append(c);\r\n            }\r\n        }\r\n        return result.toString();\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"import java.util.*;\r\nimport java.util.concurrent.*;\r\n\r\npublic class FindMultiples {\r\n\r\n    public int getSum(int n) throws InterruptedException, ExecutionException {\r\n        ExecutorService executor = Executors.newFixedThreadPool(3);\r\n        Set<Integer> resultSet = ConcurrentHashMap.newKeySet();\r\n\r\n        Callable<Void> task3 = () -> {\r\n            for (int i = 3; i <= n; i += 3) {\r\n                resultSet.add(i);\r\n            }\r\n            return null;\r\n        };\r\n\r\n        Callable<Void> task5 = () -> {\r\n            for (int i = 5; i <= n; i += 5) {\r\n                resultSet.add(i);\r\n            }\r\n            return null;\r\n        };\r\n\r\n        Callable<Void> task7 = () -> {\r\n            for (int i = 7; i <= n; i += 7) {\r\n                resultSet.add(i);\r\n            }\r\n            return null;\r\n        };\r\n\r\n        List<Callable<Void>> tasks = Arrays.asList(task3, task5, task7);\r\n        executor.invokeAll(tasks);\r\n        executor.shutdown();\r\n\r\n        int sum = 0;\r\n        for (int num : resultSet) {\r\n            sum += num;\r\n        }\r\n\r\n        return sum;\r\n    }\r\n\r\n    public static void main(String[] args) throws Exception {\r\n        FindMultiples fm = new FindMultiples();\r\n        System.out.println(fm.getSum(10));     // Output: 40\r\n        System.out.println(fm.getSum(1000));   // Output: 272066\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"import com.fasterxml.jackson.annotation.JsonCreator;\r\nimport com.fasterxml.jackson.annotation.JsonValue;\r\nimport com.fasterxml.jackson.annotation.JsonProperty;\r\nimport com.fasterxml.jackson.databind.ObjectMapper;\r\n\r\nimport java.util.UUID;\r\n\r\npublic class Main {\r\n    public static void main(String[] args) throws Exception {\r\n        ObjectMapper mapper = new ObjectMapper();\r\n        String content = \""\""\""\r\n            {\r\n                \""aggregateId\"": \""3f61aede-83dd-4049-a6ff-337887b6b807\""\r\n            }\r\n            \""\""\"";\r\n        Aggregate aggregate = mapper.readValue(content, Aggregate.class);\r\n        System.out.println(mapper.writeValueAsString(aggregate));\r\n    }\r\n}\r\n\r\nrecord AggregateId(@JsonValue UUID id) {\r\n    @JsonCreator\r\n    public AggregateId(UUID id) {\r\n        this.id = id;\r\n    }\r\n}\r\n\r\nclass Aggregate {\r\n    public final AggregateId aggregateId;\r\n\r\n    @JsonCreator\r\n    public Aggregate(@JsonProperty(\""aggregateId\"") AggregateId aggregateId) {\r\n        this.aggregateId = aggregateId;\r\n    }\r\n}"
0,1,misclassified_in_Test_6.csv.csv,"public static void main(String[] args) {\r\n        String weekA = \""2012-W48\"";\r\n        String weekB = \""2013-W03\"";\r\n        DateTimeFormatter weekFormatter = new DateTimeFormatterBuilder()\r\n                .appendPattern(\""uuuu-'W'ww\"")\r\n                .parseDefaulting(WeekFields.ISO.dayOfWeek(), 1)\r\n                .toFormatter(Locale.US);\r\n        LocalDate dateA = LocalDate.parse(weekA, weekFormatter);\r\n        LocalDate dateB = LocalDate.parse(weekB, weekFormatter);\r\n        boolean isBefore = dateA.isBefore(dateB);\r\n        long weeksBetween = ChronoUnit.WEEKS.between(dateA, dateB);\r\n        System.out.println(\""isBefore: \"" + isBefore);\r\n        System.out.println(\""weeksBetween: \"" + weeksBetween);\r\n    }"
0,1,misclassified_in_Test_6.csv.csv,"public DemoSecurityProblem() {\r\n        if (true) {\r\n            throw new RuntimeException(\""Construction failed!\"");\r\n        }\r\n    }\r\n    public void doSomething() {\r\n        System.out.println(\""Dangerous method executed!\"");\r\n    }\r\n    static MaliciousSubClass saved;\r\n    @Override\r\n    protected void finalize() {\r\n        saved = this;\r\n    }\r\n    public static void main(String[] args) throws Exception {\r\n        try {\r\n            new MaliciousSubClass();\r\n        } catch (Exception ignored) {\r\n        }\r\n        System.gc();\r\n        Thread.sleep(1000);\r\n        if (MaliciousSubClass.saved != null) {\r\n            MaliciousSubClass.saved.doSomething();\r\n        } else {\r\n            System.out.println(\""No object was saved.\"");\r\n        }\r\n    }"
0,1,misclassified_in_Test_6.csv.csv,class Demo<T extends Exception> {\r\n    void doSomething() throws T {\r\n        // some logic\r\n    }\r\n}\r\n\r\nclass Example {\r\n    <T extends Exception> void call(Demo<T> demo) throws T {\r\n        demo.doSomething();\r\n    }\r\n\r\n    void test() {\r\n        Demo<RuntimeException> demo = new Demo<>();\r\n        call(demo);\r\n    }\r\n}
